conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1833465648242176270,Tue Sep 10 11:20:49 +0000 2024,39,Ketua Umum PDIP Megawati di-sebut2 Bakal Temui prabowo sebelum pelantikan Prabowo - Gibran pada 20 Oktober 2024 nanti. Benarkah...??!! Dalam Politik tidak ada Kawan &amp; Lawan yang abadi Yang ada hanya kepentingan abadi. Politik itu cair akar rumput jangan baper _ https://t.co/GcDUqVNors,1833465648242176270,https://pbs.twimg.com/ext_tw_video_thumb/1833465595473661953/pu/img/Cze94GersBcWueI3.jpg,,in,Sweet home,3,22,14,https://x.com/__LOVE_AG4EVER/status/1833465648242176270,799023207294504960,__LOVE_AG4EVER
1834632769462477083,Fri Sep 13 16:38:32 +0000 2024,0,Kasus Fufufafa Gibran akan Dimasukkan 'Kotak' Oleh Prabowo setelah Pelantikan 20 Oktober 2024 https://t.co/azVQtJLUgd https://t.co/kzeQuYaMFj,1834632769462477083,https://pbs.twimg.com/media/GXXsx6mbQAAwfWK.jpg,,in,"Jawa Tengah, Indonesia",0,0,1,https://x.com/suaranasional/status/1834632769462477083,2918142446,suaranasional
1789586268638282097,Sun May 12 09:19:50 +0000 2024,0,Ketua MPR Tegaskan Pelantikan Prabowo Gibran Jadi Presiden dan Wakil Presiden RI Tak Bisa Dijegal https://t.co/F5yJWuc47J,1789586268638282097,,,in,,0,0,0,https://x.com/hariini2024/status/1789586268638282097,1678272427745501185,hariini2024
1782431016449184241,Mon Apr 22 15:27:24 +0000 2024,1,Prabowo Gibran torang gas lagu oke gas bikin semangattttttttttt. Selamat buat Prabowo Gibran menuju pelantikan bulan oktober 2024 https://t.co/gRlRdaD8zy,1782431016449184241,,,in,,0,0,0,https://x.com/antika56893672/status/1782431016449184241,827206066266046464,antika56893672
1815719590736880104,Tue Jul 23 12:04:19 +0000 2024,68,YAKIN PRABOWO - GIBRAN BATAL DILANTIK ..?? Ketua Tim Hukum @PDI_Perjuangan Gayus Lumbuun Yakin Majelis Hakim PTUN Jakarta mengabulkan gugatan dan berharap MPR membatalkan pelantikan pasangan Prabowo-Gibran sebagai presiden dan wakil presiden periode 2024-2029. _ https://t.co/4FsVbvBDDe,1815719590736880104,https://pbs.twimg.com/ext_tw_video_thumb/1815719529164713984/pu/img/co2gBJwQzYnKBRpC.jpg,,in,Sweet home,9,38,31,https://x.com/__LOVE_AG4EVER/status/1815719590736880104,799023207294504960,__LOVE_AG4EVER
1834396787001753675,Fri Sep 13 01:00:50 +0000 2024,1,Susunan Kabinet Prabowo-Gibran Rampung H-7 Pelantikan Partai Gerindra mengungkapkan susunan kabinet @prabowo-@gibran_tweet akan selesai disusun tujuh hingga lima hari sebelum pelantikan pada 20 Oktober 2024. Nomenklatur maupun nama-nama menteri mungkin baru akan final H-7 https://t.co/VGDDL0Orab,1834396787001753675,https://pbs.twimg.com/media/GXUVyfybgAEIkav.png,,in,Jakarta Capital Region,0,0,2,https://x.com/akuratco/status/1834396787001753675,786549338818224128,akuratco
1833875177366495662,Wed Sep 11 14:28:08 +0000 2024,1,Saifullah Yusuf alias Gus Ipul resmi menjadi menteri sosial per hari ini Rabu 11 September 2024. Masa jabatannya akan berakhir 39 hari lagi yakni sehari sebelum pelantikan presiden dan wakil presiden terpilih Prabowo-Gibran. https://t.co/kpV3sjMfjH,1833875177366495662,,,in,Walikota Mustajab 76 Surabaya,0,0,0,https://x.com/HarianDisway/status/1833875177366495662,1279248910276419585,HarianDisway
1787404066722832759,Mon May 06 08:48:32 +0000 2024,0,Pimpinan MPR Respon Gugatan PDIP Minta Batalkan Pelantikan Prabowo Gibran ke PTUN https://t.co/EFOZLjsBNQ,1787404066722832759,,,in,,0,0,0,https://x.com/hariini2024/status/1787404066722832759,1678272427745501185,hariini2024
1770684692226039998,Thu Mar 21 05:31:43 +0000 2024,1120,Selamat atas terpilihnya bapak @prabowo Subianto dan mas @gibran_tweet Rakabuming Raka sebagai Presiden dan Wakil Presiden 2024-2029. https://t.co/7B5j7czSFR,1770684692226039998,https://pbs.twimg.com/ext_tw_video_thumb/1770684529562501120/pu/img/SGFVapj-Ob5qdA6R.jpg,,in,Indonesia Raya ,9,70,204,https://x.com/Gerindra/status/1770684692226039998,397673651,Gerindra
1833115302411763984,Mon Sep 09 12:08:40 +0000 2024,0,Presiden Jokowi akan bekerja di IKN 40 hari mulai 11 September hingga 19 Oktober 2024 atau hingga sehari menjelang pelantikan Presiden dan Wakil Presiden terpilih Prabowo -Gibran PRABOWOJKW TetapSELARAS Selamat Hari Olahraga Nasional #JudolPerusak Erina Hubner Syahrini Gibran https://t.co/UJTK227Btl,1833115302411763984,https://pbs.twimg.com/media/GXCIpyEbwAAUbGk.jpg,,in,,0,0,0,https://x.com/Naj_2709/status/1833115302411763984,1405079048846385152,Naj_2709
1789465326020649400,Sun May 12 01:19:15 +0000 2024,0,Putusan PTUN Tidak Bisa Menjegal Pelantikan Prabowo-Gibran https://t.co/LwjiPZ0Umd,1789465326020649400,,,in,"Kota Banjar, Jawa Barat",0,0,0,https://x.com/harapanrakyat_/status/1789465326020649400,239873274,harapanrakyat_
1833337158289265091,Tue Sep 10 02:50:14 +0000 2024,6,Sekretaris Jenderal Gerindra Ahmad Muzani mengatakan bahwa Ketua Umum PDIP Megawati Soekarnoputri dengan Presiden Terpilih Prabowo Subianto akan segera bertemu. . Pertemuan keduanya dijadwalkan terjadi sebelum pelantikan pemerintahan Prabowo-Gibran pada 20 Oktober 2024. . https://t.co/Ouwe3uajny,1833337158289265091,https://pbs.twimg.com/media/GXFSa0haQAAK5Lu.jpg,,in,Indonesia,3,1,3,https://x.com/pikiran_rakyat/status/1833337158289265091,58880688,pikiran_rakyat
1782825151761117304,Tue Apr 23 17:33:34 +0000 2024,0,Siap pelantikan pasangan presiden 2024-2029 Prabowo dan Gibran. proses #Pemilu2024 sudah selesai. Kembali ke tugas pemerintahan dan rakyat dah. #IndonesiaEmas,1782825151761117304,,,in,"Bandung, Jawa Barat",0,0,0,https://x.com/Sagitahalley/status/1782825151761117304,725592002201411584,Sagitahalley
1787120905052926352,Sun May 05 14:03:52 +0000 2024,2,Komisi Pemilihan Umum Republik Indonesia (KPU RI) menetapkan Prabowo Subianto dan Gibran Rakabuming Raka sebagai Presiden dan Wakil Presiden Terpilih Pemilu 2024 pada Rabu (24/4/2024). Dengan demikian pasangan ini tinggal menunggu waktu pelantikan yang akan digelar pada 20 https://t.co/Lo2BT5K2f3,1787121033625174274,https://pbs.twimg.com/media/GM0hG1dagAAHKib.jpg,nu_online,in,Indonesia,0,1,0,https://x.com/nu_online/status/1787121033625174274,214818815,nu_online
1787260840414220713,Sun May 05 23:19:24 +0000 2024,1,Gugatan PDIP tidak bisa batalkan pelantikan Prabowo Gibran. Rakyat Indonesia mendukung hasil putusan KPU terkait hasil Pemilu 2024. Jangan terprovokasi kelompok pemecah belah bangsa #pemilu2024 #pemiludamai #nohoax #IndonesiaMaju https://t.co/frjqLwOFgs,1787260840414220713,https://pbs.twimg.com/media/GM2gQekaUAAcPjG.jpg,,in,,0,0,0,https://x.com/intan7calera/status/1787260840414220713,1584922751542099968,intan7calera
1835190829935182195,Sun Sep 15 05:36:04 +0000 2024,1,Daftar kaum sakit hati menjelang pelantikan Prabowo Gibran 2024 2029 lima tahun kayaknya lama : Motor pengerak partai PDIP dan para pengurus terasnya.....Hasto cs - Mahfud Anis Ganjar very amsari said Didu cs Gunawan Muhammad cs amin rasis cs pokok kelompok 17 % dan 24 %,1835190829935182195,,,in,,0,0,0,https://x.com/osooso68/status/1835190829935182195,1708796512405471232,osooso68
1789496138581852279,Sun May 12 03:21:41 +0000 2024,1,MPR tegaskan tak ada yang bisa gagalkan pelantikan Prabowo Gibran. Rakyat Indonesia mendukung hasil putusan KPU terkait hasil Pemilu 2024. Jangan terprovokasi kelompok pemecah belah bangsa #pemilu2024 #pemiludamai #nohoax #IndonesiaMaju https://t.co/2bJf1bUGQ2,1789496138581852279,https://pbs.twimg.com/media/GNWRP3SbIAAht4P.jpg,,in,,0,0,0,https://x.com/intan7calera/status/1789496138581852279,1584922751542099968,intan7calera
1786033768110715332,Thu May 02 14:03:27 +0000 2024,0,Gayus Lumbuun Sebut Gugatan PDIP ke PTUN Bisa Gagalkan Pelantikan Prabowo-Gibran https://t.co/6H6Xoqds6G,1786033768110715332,,,in,"Kota Banjar, Jawa Barat",0,0,0,https://x.com/harapanrakyat_/status/1786033768110715332,239873274,harapanrakyat_
1782381193440489712,Mon Apr 22 12:09:26 +0000 2024,4,Usai sudah tahapan pilpres 2024 tinggal menunggu pelantikan @prabowo @gibran_tweet sebagai presiden dan wakil presiden RI periode 2024 - 2029,1782381193440489712,,,in,Indonesia,0,0,2,https://x.com/PartyPolitica/status/1782381193440489712,740105373621751808,PartyPolitica
1815627912705659021,Tue Jul 23 06:00:01 +0000 2024,47,'Jokowi Leda-Lede Pelantikan Prabowo-Gibran Dalam Bayang-Bayang Pelanggaran Konstitusi' https://t.co/UoL0yxalAH,1815627912705659021,,,in,Indonesia,3,5,13,https://x.com/democrazymedia/status/1815627912705659021,1243804423001763841,democrazymedia
1786034658892726639,Thu May 02 14:07:00 +0000 2024,4,Gayus berpandangan berpeluang kemungkinan atau bisa saja pelantikan paslon Prabowo Subianto dan Gibran Rakabuming Raka sebagai Presiden dan Wakil Presiden terpilih 2024 ditunda apabila hakim di PTUN mengabulkan permohonan dari Tim Hukum PDIP. (ist) https://t.co/fEXZaSoG74,1786034658892726639,,,in,Indonesia,0,1,1,https://x.com/tribunnews/status/1786034658892726639,124171593,tribunnews
1784808726589063209,Mon Apr 29 04:55:35 +0000 2024,2,KPU telah resmi menetapkan Prabowo-Gibran sebagai Presiden dan Wakil Presiden terpilih untuk periode 2024-2029. Prabowo memiliki enam bulan untuk mempersiapkan pemerintahannya sebelum pelantikan pada Oktober mendatang. Muncul pertanyaan apakah Prabowo dapat merangkul partai https://t.co/SEmarSXAmn,1784808726589063209,https://pbs.twimg.com/media/GMTo0ofbYAA4Rd9.jpg,,in,,0,1,0,https://x.com/Metro_TV/status/1784808726589063209,57261519,Metro_TV
1834334461473030226,Thu Sep 12 20:53:10 +0000 2024,0,20 Oktober 2024 : Pelantikan Prabowo-Gibran. Sekitar momen momen itu : akan gaduh dan gejolak aksi aksi lagi,1834334461473030226,,,in,"Magelang, Jawa Tengah",0,0,0,https://x.com/DistyaDiraS/status/1834334461473030226,1622201166984802306,DistyaDiraS
1782692436176965761,Tue Apr 23 08:46:12 +0000 2024,1,Dalam langkah menuju masa depan yang baru penentuan dan pelantikan Prabowo-Gibran sebagai Presiden dan Wakil Presiden terpilih adalah titik penting. Setelah putusan MK KPU akan mengumumkan penetapan mereka pada Rabu 24 April 2024. https://t.co/YFWxOdh04A,1782692436176965761,,,in,,0,0,0,https://x.com/penjuruofficial/status/1782692436176965761,1676087943096848384,penjuruofficial
1815303332497609215,Mon Jul 22 08:30:15 +0000 2024,0,Mensesneg Diminta Segera Merampungkan Dokumen Keppres IKN Sebelum Pelantikan Prabowo-Gibran https://t.co/10XobHGNdR #beritajogja #jogja #jogjaistimewa https://t.co/TzRQHeVD3H,1815303332497609215,https://pbs.twimg.com/media/GTFAws3agAAulRd.jpg,,in,"Yogyakarta, Indonesia",0,1,0,https://x.com/Harian_Jogja/status/1815303332497609215,118371948,Harian_Jogja
1783007890770637036,Wed Apr 24 05:39:42 +0000 2024,276,Prabowo-Gibran Officially Declared President-Vice President for the 2024-2029 Term By KPU https://t.co/SN43ZO32zD,1783007890770637036,https://pbs.twimg.com/media/GL6ENmbasAAW9lD.jpg,,en,,181,19,38,https://x.com/perubakwan/status/1783007890770637036,4704768629,perubakwan
1820701512785404223,Tue Aug 06 06:00:42 +0000 2024,0,Kapan Pelantikan Presiden 2024? Jadwal Resmi dan Prediksi Susunan Kabinet Prabowo Gibran https://t.co/LolPJSX5r5,1820701512785404223,,,in,Indonesia,0,0,0,https://x.com/MSNindonesia/status/1820701512785404223,262026799,MSNindonesia
1821441374434034046,Thu Aug 08 07:00:39 +0000 2024,0,Jadwal Pelantikan Presiden Terpilih 20 Oktober 2024 Ini Prediksi Susunan Kabinet Prabowo-Gibran https://t.co/QIItuN2Vkr,1821441374434034046,,,in,Indonesia,0,0,0,https://x.com/MSNindonesia/status/1821441374434034046,262026799,MSNindonesia
1783151026264309951,Wed Apr 24 15:08:28 +0000 2024,11674,Alhamdulillah hari ini Prabowo-Gibran telah resmi ditetapkan oleh KPU sebagai Presiden dan Wakil Presiden terpilih periode 2024-2029. Terima kasih kepada seluruh rakyat Indonesia penyelenggara pemilu tokoh agama prajurit TNI dan Polri relawan serta rekan-rekan pers yang https://t.co/qbGaONNi67,1783151026264309951,https://pbs.twimg.com/media/GL8GZ1MaQAAHM5z.jpg,,in,Indonesia,188,932,1778,https://x.com/prabowo/status/1783151026264309951,40580714,prabowo
1785932288863387845,Thu May 02 07:20:13 +0000 2024,141,Sidang Pendahuluan di PTUN Tim Hukum PDIP: Pelantikan Prabowo-Gibran Bisa Ditunda https://t.co/b3VECxy6b7,1785932288863387845,,,in,Indonesia,4,5,45,https://x.com/rmol_id/status/1785932288863387845,990237626,rmol_id
1783819220436107513,Fri Apr 26 11:23:38 +0000 2024,26,Pakar: Gugatan PDIP ke PTUN Tak Bisa Tunda Pelantikan Prabowo-Gibran https://t.co/4hW654cQsw,1783819220436107513,,,in,,0,0,24,https://x.com/OposisiCerdas/status/1783819220436107513,887743587579944960,OposisiCerdas
1817042281414951071,Sat Jul 27 03:40:13 +0000 2024,88,Saya pendukung 01 Anies Muhaimin pada pilpres 2024 sampai sekarang. Tapi saya tidak rela kalau Prabowo dan Indonesia diacak-acak oleh bocil Gibran. @_bemsi @DPR_RI 28 Juli 2024: Pasca Pelantikan Gibran Undurkan Diri? https://t.co/jxM1kynsTB #RakyatWajibTurunkanJokowi https://t.co/bNLWyeEGkh,1817042281414951071,https://pbs.twimg.com/media/GTduU1ZaYAAxGsr.jpg,,in,,0,9,57,https://x.com/MichelAdam7__/status/1817042281414951071,1647311678160384007,MichelAdam7__
1783137355093918031,Wed Apr 24 14:14:09 +0000 2024,0,Sengketa Pilpres Selesai Andre Rosiade: Pelantikan Prabowo-Gibran 20 Oktober 2024 https://t.co/CqIt2jI0TM,1783137355093918031,,,in,"Kota Padang, Sumatera Barat",0,0,0,https://x.com/padangkitacom/status/1783137355093918031,198116133,padangkitacom
1789250349985091991,Sat May 11 11:05:00 +0000 2024,43,Inilah Peluang PDIP Jegal Pelantikan Prabowo-Gibran Lewat PTUN dan MPR Prabowo-Gibran Bisa Batal Diangkat? https://t.co/pFLBSsItyX,1789250349985091991,,,in,,1,1,28,https://x.com/OposisiCerdas/status/1789250349985091991,887743587579944960,OposisiCerdas
1782974487262302334,Wed Apr 24 03:26:58 +0000 2024,0,Maka Prabowo-Gibran akan menjabat sebagai presiden dan wakil presiden periode 2024-2029. Pelantikan rencananya digelar 20 Oktober 2024. https://t.co/YZavbJmlDm.,1782974487262302334,,,in,,0,0,0,https://x.com/IWMawardi/status/1782974487262302334,1739747994,IWMawardi
1832398594781147485,Sat Sep 07 12:40:43 +0000 2024,1,Prabowo-Gibran Harus Persiapkan Diri Setelah Pelantikan Langsung Kerja... Termasuk Menghadapi Nyinyiran ex 01 yg Masih Tidak Nerima Kalah.... @prabowo @gibran_tweet https://t.co/oUDIJMWvdB,1832398594781147485,,,in,,0,0,1,https://x.com/jari_droid/status/1832398594781147485,1486631613932834819,jari_droid
1792441885036028260,Mon May 20 06:27:02 +0000 2024,15,Politikus Partai Gerindra Maruarar Sirait berharap Anies Baswedan dan Ganjar Pranowo bisa menghadiri pelantikan Prabowo Subianto dan Gibran Rakabuming Raka pada Oktober 2024 mendatang. Pada Oktober 2024 Prabowo Subianto dan Gibran Rakabuming Raka akan dilantik sebagai presiden https://t.co/tAIOFYPvtd,1792441885036028260,https://pbs.twimg.com/media/GOAIZCFa0AAYAkC.jpg,,in,"Pulo Gadung, Indonesia",2,22,3,https://x.com/tvOneNews/status/1792441885036028260,55507370,tvOneNews
